Designator,Mid X,Mid Y,Rotation,Layer
J1,8.33,29.67,0.0,bottom
J2,23.33,29.67,0.0,bottom
J3,9.12,40.8,90.0,bottom
SW1,10.0,15.0,0.0,top
SW2,25.0,15.0,0.0,top
SW3,40.0,15.0,0.0,top
SW4,55.0,15.0,0.0,top
SW5,70.0,15.0,0.0,top
