Designator,Mid X,Mid Y,Rotation,Layer
C1,93.92,-106.5,180.0,top
J1,108.13,-106.05,0.0,top
J2,87.81,-113.63,90.0,top
J3,58.82,-98.554999,270.0,top
U1,83.815,-102.15,180.0,top
