Designator,Mid X,Mid Y,Rotation,Layer
J1,144.8539,-83.848999,90.0,top
RV1,103.463899,-94.479001,270.0,top
RV10,183.463899,-114.479001,270.0,top
RV2,103.463899,-114.479001,270.0,top
RV3,123.463899,-94.479001,270.0,top
RV4,123.463899,-114.479001,270.0,top
RV5,143.463899,-94.479001,270.0,top
RV6,143.463899,-114.479001,270.0,top
RV7,163.463899,-94.479001,270.0,top
RV8,163.463899,-114.479001,270.0,top
RV9,183.463899,-94.479001,270.0,top
