Designator,Mid X,Mid Y,Rotation,Layer
J1,49.92,-121.27,270.0,top
RV1,37.499999,-109.110001,270.0,top
RV2,64.159999,-109.110001,270.0,top
RV3,90.829999,-109.110001,270.0,top
RV4,117.499999,-109.110001,270.0,top
